Date,Voucher Type,Amount
27-Sep-21,Payment,"56,544"
07-May-21,Receipt,"85,553"
23-May-21,Payment,"73,182"
10-Oct-21,Payment,"79,742"
24-Jan-22,Sales,"8,407"
28-May-21,Journal,"41,693"
06-Oct-21,Sales,"47,410"
24-Mar-22,Purchase,"16,275"
29-Dec-21,Receipt,"87,909"
22-Jun-21,Purchase,"9,714"
24-Oct-21,Payment,"13,491"
09-Jan-22,Purchase,"51,444"
28-Feb-22,Sales,"93,509"
30-Sep-21,Purchase,"44,205"
04-Apr-21,Purchase,"19,034"
08-Apr-21,Sales,"61,908"
15-Mar-22,Journal,"16,049"
28-Apr-21,Journal,"6,207"
05-May-21,Journal,"25,932"
18-Oct-21,Receipt,"81,466"
10-Feb-22,Receipt,"10,596"
29-Dec-21,Payment,"99,702"
28-Mar-22,Purchase,"30,938"
13-Nov-21,Payment,"28,694"
20-Jul-21,Payment,"50,925"
31-Oct-21,Purchase,"91,899"
10-Jul-21,Journal,"1,302"
25-Jan-22,Purchase,"76,016"
31-Jan-22,Receipt,"57,842"
29-Mar-22,Receipt,"99,740"
15-Oct-21,Sales,"4,664"
26-Dec-21,Payment,"93,713"
07-Dec-21,Journal,"40,076"
07-Dec-21,Purchase,"72,558"
08-Sep-21,Sales,"1,968"
05-Jul-21,Purchase,"89,547"
06-Jun-21,Journal,"74,545"
27-Sep-21,Journal,"57,821"
05-Nov-21,Journal,"66,164"
20-Nov-21,Receipt,"75,157"
17-Aug-21,Receipt,"41,004"
03-Jul-21,Payment,"1,829"
06-Oct-21,Payment,"89,288"
05-May-21,Payment,"85,553"
26-Feb-22,Sales,"14,221"
18-Sep-21,Receipt,"29,397"
19-Dec-21,Receipt,"12,942"
20-Apr-21,Payment,"39,405"
04-Jun-21,Journal,"82,126"
28-Sep-21,Journal,"61,700"
28-Jan-22,Receipt,"60,968"
17-Aug-21,Journal,"49,356"
29-Oct-21,Purchase,"92,243"
27-Apr-21,Receipt,"81,232"
27-Apr-21,Purchase,"69,142"
12-Mar-22,Purchase,"5,671"
25-Jan-22,Sales,"71,927"
04-Mar-22,Journal,"14,627"
04-Feb-22,Journal,"87,143"
10-Apr-21,Receipt,"10,369"
27-Jan-22,Sales,"2,960"
26-Mar-22,Journal,"21,042"
01-Aug-21,Payment,"20,818"
22-Nov-21,Payment,"61,418"
19-Jun-21,Receipt,"32,504"
15-Jan-22,Sales,"48,668"
13-Nov-21,Journal,"13,782"
29-Nov-21,Sales,"51,529"
27-Apr-21,Purchase,"36,313"
28-Oct-21,Receipt,"97,874"
27-May-21,Sales,"4,693"
25-May-21,Journal,"92,875"
28-Apr-21,Payment,"23,108"
15-Jan-22,Journal,"67,965"
05-Jul-21,Sales,"38,756"
25-Jul-21,Journal,"69,681"
09-May-21,Payment,"53,188"
31-Jul-21,Payment,"2,978"
30-Apr-21,Purchase,"25,577"
26-Oct-21,Sales,"39,096"
23-Aug-21,Journal,"96,073"
05-Feb-22,Sales,"80,707"
14-Jun-21,Purchase,"16,932"
23-Mar-22,Receipt,"25,991"
29-Oct-21,Journal,"48,447"
26-Jul-21,Purchase,"39,534"
11-Aug-21,Sales,"39,511"
07-May-21,Receipt,"68,418"
14-Oct-21,Payment,"87,438"
24-Dec-21,Payment,"8,061"
25-Dec-21,Sales,"61,898"
11-Jul-21,Sales,"8,560"
26-Nov-21,Payment,"64,958"
28-Apr-21,Receipt,"9,265"
16-Nov-21,Receipt,"9,870"
11-Jul-21,Receipt,"80,215"
17-Feb-22,Journal,"19,677"
09-Sep-21,Sales,"48,097"
11-Mar-22,Payment,"2,936"
15-Aug-21,Sales,"31,558"
24-Sep-21,Journal,"14,220"
09-Jun-21,Sales,"14,342"
23-Apr-21,Receipt,"36,511"
13-Jun-21,Purchase,"51,962"
15-Sep-21,Purchase,"8,166"
21-Aug-21,Purchase,"48,271"
24-Oct-21,Sales,"39,146"
03-Jul-21,Journal,"58,718"
27-Jun-21,Purchase,"15,794"
30-Nov-21,Payment,"40,137"
14-Oct-21,Journal,"81,034"
27-Mar-22,Journal,"36,728"
01-Sep-21,Purchase,"74,914"
15-Dec-21,Sales,"77,103"
27-Jun-21,Payment,"66,066"
18-Feb-22,Journal,"67,376"
25-Apr-21,Sales,"93,896"
08-Mar-22,Sales,"83,455"
22-Dec-21,Payment,"43,617"
01-Nov-21,Journal,"78,632"
21-Jul-21,Receipt,"7,791"
11-Mar-22,Journal,"27,100"
20-Jan-22,Purchase,"59,228"
23-Dec-21,Sales,"21,628"
13-Nov-21,Payment,"77,165"
28-Aug-21,Journal,"19,298"
23-May-21,Journal,"99,206"
12-Aug-21,Purchase,"91,125"
25-Jan-22,Purchase,"97,825"
01-Mar-22,Sales,"57,690"
17-Dec-21,Payment,"21,227"
08-Aug-21,Purchase,"62,038"
23-Oct-21,Purchase,"87,312"
12-Jun-21,Sales,"6,647"
01-Apr-21,Purchase,"64,710"
25-May-21,Receipt,"53,430"
28-Jun-21,Journal,"58,752"
23-Jan-22,Payment,"9,777"
22-May-21,Receipt,"61,890"
20-Jun-21,Sales,"50,251"
07-Apr-21,Sales,"53,404"
12-Jun-21,Purchase,"1,976"
10-Oct-21,Journal,"13,935"
02-Jan-22,Receipt,"51,075"
24-Aug-21,Sales,"9,434"
19-Jul-21,Journal,"12,297"
06-Aug-21,Payment,"44,755"
01-Mar-22,Receipt,"31,682"
04-Oct-21,Purchase,"40,919"
23-Oct-21,Receipt,"9,989"
19-Jul-21,Sales,"4,000"
29-Jan-22,Receipt,"88,531"
13-Sep-21,Payment,"21,899"
08-Apr-21,Sales,"82,708"
17-Jul-21,Sales,"23,317"
08-Jun-21,Sales,"77,929"
07-Feb-22,Receipt,"82,736"
06-Mar-22,Purchase,"48,744"
27-Nov-21,Journal,"58,378"
06-Mar-22,Sales,"23,695"
27-Sep-21,Sales,"81,012"
15-May-21,Journal,"52,631"
04-Apr-21,Purchase,"66,585"
12-Jul-21,Payment,"60,777"
10-Dec-21,Journal,"1,965"
19-Jul-21,Payment,"46,289"
25-May-21,Receipt,"41,253"
16-Apr-21,Purchase,"38,634"
22-Aug-21,Receipt,"13,503"
05-Feb-22,Receipt,"37,628"
04-Jan-22,Sales,"63,322"
30-Jun-21,Payment,"22,607"
29-Apr-21,Purchase,"72,438"
02-May-21,Purchase,"63,454"
11-May-21,Sales,"93,158"
19-Jun-21,Receipt,"65,714"
16-Sep-21,Receipt,"39,143"
05-Dec-21,Receipt,"77,624"
25-Jun-21,Payment,"56,308"
08-Aug-21,Payment,"40,911"
23-Feb-22,Receipt,"34,781"
21-Jul-21,Purchase,"27,235"
29-Aug-21,Sales,"40,282"
06-Mar-22,Purchase,"94,235"
19-Oct-21,Sales,"86,731"
25-Apr-21,Purchase,"9,568"
26-May-21,Receipt,"43,321"
24-Jul-21,Sales,"15,269"
26-Jul-21,Receipt,"94,617"
08-Nov-21,Purchase,"77,980"
18-Jul-21,Payment,"5,726"
28-Mar-22,Payment,"95,154"
20-Dec-21,Receipt,"23,644"
28-Aug-21,Receipt,"41,587"
21-Jul-21,Sales,"84,552"
25-Aug-21,Payment,"93,708"
31-Aug-21,Purchase,"52,748"
29-Jul-21,Receipt,"72,072"
22-Sep-21,Sales,"76,454"
12-Dec-21,Sales,"68,518"
07-Jul-21,Payment,"81,500"
03-Aug-21,Receipt,"18,636"
30-Mar-22,Sales,"86,804"
27-Aug-21,Sales,"33,105"
07-Feb-22,Purchase,"41,961"
02-Mar-22,Receipt,"41,279"
05-May-21,Receipt,"49,817"
07-Mar-22,Purchase,"49,103"
12-Apr-21,Journal,"9,169"
01-Jun-21,Payment,"45,060"
10-Mar-22,Receipt,"74,594"
05-Nov-21,Sales,"50,463"
14-Jan-22,Journal,"90,671"
15-Aug-21,Journal,"71,201"
13-Jun-21,Purchase,"12,504"
23-May-21,Journal,"78,648"
23-Sep-21,Sales,"31,391"
12-Jul-21,Journal,"77,158"
19-Dec-21,Journal,"92,378"
10-Nov-21,Journal,"20,726"
20-Feb-22,Journal,"81,066"
18-Aug-21,Payment,"46,182"
10-Oct-21,Sales,"14,869"
02-Aug-21,Sales,"10,435"
10-Jan-22,Journal,"77,984"
29-Nov-21,Journal,"66,137"
08-Jan-22,Payment,"94,863"
01-Jun-21,Payment,"49,440"
14-Jul-21,Journal,"92,841"
22-Jan-22,Payment,"79,948"
30-Apr-21,Journal,"58,760"
20-Oct-21,Payment,"54,519"
13-Aug-21,Purchase,"34,673"
21-Aug-21,Payment,"23,913"
28-Oct-21,Journal,"4,886"
30-Jan-22,Payment,"79,312"
11-Nov-21,Journal,"36,536"
11-Mar-22,Receipt,"70,625"
04-May-21,Receipt,"31,196"
20-Aug-21,Receipt,"34,188"
11-Sep-21,Sales,"6,677"
06-Aug-21,Receipt,"36,197"
12-Mar-22,Sales,"52,821"
26-Oct-21,Journal,"83,056"
18-Dec-21,Purchase,"10,605"
11-Apr-21,Purchase,"60,853"
12-Oct-21,Purchase,"25,370"
10-Dec-21,Receipt,"38,605"
23-Jun-21,Journal,"34,413"
06-Jan-22,Sales,"83,159"
02-Aug-21,Payment,"65,989"
13-Mar-22,Payment,"36,304"
13-Feb-22,Sales,"68,352"
04-Mar-22,Purchase,"7,892"
09-May-21,Journal,"74,756"
01-Oct-21,Sales,"44,782"
24-Oct-21,Receipt,"79,963"
09-Aug-21,Sales,"85,770"
27-Dec-21,Purchase,"52,766"
05-Aug-21,Journal,"47,580"
08-Mar-22,Receipt,"43,427"
04-Mar-22,Sales,"81,196"
04-Jul-21,Receipt,"28,441"
23-Jul-21,Payment,"83,380"
02-Jan-22,Receipt,"72,708"
27-Sep-21,Receipt,"12,895"
02-Oct-21,Payment,"4,507"
09-Dec-21,Purchase,"66,999"
26-Mar-22,Purchase,"77,749"
04-Apr-21,Sales,"24,345"
28-Oct-21,Journal,"34,284"
03-Dec-21,Receipt,"51,053"
17-Feb-22,Purchase,"37,273"
11-Oct-21,Receipt,"30,288"
23-Jun-21,Receipt,"41,054"
26-May-21,Sales,"51,557"
16-Jan-22,Payment,"70,250"
02-Mar-22,Sales,"39,372"
18-Nov-21,Journal,"94,694"
07-Dec-21,Receipt,"55,213"
21-Sep-21,Payment,"87,080"
20-Jan-22,Payment,"82,508"
20-Nov-21,Purchase,"85,890"
11-Dec-21,Sales,"61,061"
08-Feb-22,Journal,"8,391"
23-Jul-21,Sales,"62,727"
27-Dec-21,Payment,"52,701"
27-Jul-21,Purchase,"14,241"
14-Apr-21,Receipt,"54,086"
31-Dec-21,Payment,"39,002"
10-May-21,Sales,"4,190"
01-Apr-21,Payment,"57,484"
01-Jun-21,Journal,"75,018"
25-Feb-22,Sales,"10,473"
31-Jul-21,Journal,"68,611"
30-Mar-22,Purchase,"34,125"
08-Nov-21,Sales,"73,896"
17-Mar-22,Payment,"76,293"
28-Dec-21,Purchase,"88,453"
06-Jan-22,Sales,"98,747"
01-Jul-21,Payment,"88,931"
02-Jul-21,Receipt,"62,381"
13-Mar-22,Receipt,"56,033"
17-Jun-21,Sales,"22,364"
03-Oct-21,Journal,"74,192"
25-Dec-21,Journal,"66,903"
15-May-21,Sales,"74,435"
11-Jul-21,Payment,"83,565"
27-Apr-21,Purchase,"22,550"
14-Dec-21,Purchase,"37,963"
06-Mar-22,Journal,"70,707"
06-Jun-21,Sales,"63,402"
27-Jun-21,Payment,"56,918"
11-Jun-21,Payment,"9,002"
07-Sep-21,Payment,"83,167"
26-Sep-21,Journal,"79,781"
03-Dec-21,Receipt,"68,258"
25-Oct-21,Journal,"77,357"
11-Aug-21,Receipt,"21,893"
23-Mar-22,Receipt,"15,959"
10-May-21,Payment,"10,861"
07-Mar-22,Sales,"49,311"
17-Jul-21,Payment,"42,418"
13-Apr-21,Sales,"63,938"
02-Dec-21,Sales,"60,314"
09-Oct-21,Purchase,"89,530"
18-Jul-21,Sales,"88,864"
20-Jan-22,Sales,"80,178"
27-Nov-21,Receipt,"1,738"
11-Nov-21,Receipt,"53,196"
10-Nov-21,Receipt,"50,377"
23-Jan-22,Receipt,"54,732"
24-Dec-21,Payment,"39,147"
23-Sep-21,Receipt,"24,338"
25-Dec-21,Payment,"26,268"
21-Jul-21,Journal,"21,492"
18-Jan-22,Payment,"42,586"
07-Feb-22,Payment,"7,605"
18-Feb-22,Journal,"88,570"
05-Jan-22,Receipt,"52,395"
07-Nov-21,Journal,"28,788"
06-Nov-21,Journal,"66,256"
18-Aug-21,Receipt,"3,641"
04-Nov-21,Sales,"46,371"
21-May-21,Journal,"53,559"
26-Jan-22,Journal,"72,642"
24-Sep-21,Journal,"56,129"
04-Oct-21,Journal,"14,933"
14-May-21,Purchase,"81,059"
28-Dec-21,Journal,"41,870"
03-May-21,Journal,"52,321"
26-Mar-22,Payment,"63,019"
22-Jun-21,Journal,"61,787"
16-Jun-21,Payment,"78,584"
30-Sep-21,Receipt,"66,564"
23-Jan-22,Payment,"58,282"
01-Jan-22,Purchase,"90,133"
17-Jan-22,Journal,"64,688"
30-Sep-21,Sales,"75,112"
06-Aug-21,Payment,"6,096"
06-Aug-21,Sales,"71,029"
24-Jun-21,Sales,"66,584"
12-Aug-21,Sales,"94,536"
26-Jan-22,Payment,"43,353"
23-Oct-21,Receipt,"5,635"
02-Jul-21,Receipt,"99,442"
29-Apr-21,Sales,"35,020"
22-Dec-21,Purchase,"90,716"
14-Nov-21,Sales,"12,860"
12-Apr-21,Receipt,"42,356"
10-Feb-22,Sales,"80,092"
02-Jun-21,Sales,"89,588"
15-Jun-21,Purchase,"13,709"
07-Jan-22,Sales,"54,219"
29-Oct-21,Journal,"88,034"
05-Feb-22,Receipt,"99,177"
03-Nov-21,Sales,"85,001"
10-Mar-22,Journal,"23,292"
22-Apr-21,Purchase,"78,082"
09-Jul-21,Receipt,"60,283"
22-May-21,Purchase,"8,896"
12-Nov-21,Payment,"4,301"
13-Oct-21,Journal,"40,772"
07-Sep-21,Journal,"49,279"
30-Sep-21,Receipt,"53,280"
02-May-21,Sales,"34,482"
12-Dec-21,Purchase,"19,201"
27-Jul-21,Receipt,"50,358"
01-Oct-21,Purchase,"71,945"
06-Oct-21,Receipt,"85,232"
19-Oct-21,Sales,"71,838"
03-Feb-22,Journal,"13,340"
24-Apr-21,Sales,"99,716"
09-Jun-21,Journal,"5,349"
05-Feb-22,Purchase,"85,163"
12-Apr-21,Sales,"55,484"
09-Dec-21,Purchase,"28,100"
19-Feb-22,Payment,"32,607"
26-May-21,Purchase,"40,319"
13-Feb-22,Journal,"32,951"
28-Apr-21,Receipt,"56,801"
16-Jul-21,Receipt,"51,906"
26-Oct-21,Purchase,"26,947"
18-Feb-22,Journal,"59,278"
07-May-21,Receipt,"56,370"
15-Aug-21,Journal,"33,727"
11-Nov-21,Sales,"54,493"
24-Dec-21,Purchase,"90,520"
03-Mar-22,Payment,"79,978"
24-Jul-21,Sales,"43,670"
23-Nov-21,Journal,"46,342"
03-Oct-21,Sales,"18,322"
19-Jul-21,Receipt,"47,865"
16-Dec-21,Journal,"51,890"
25-Oct-21,Journal,"89,791"
04-Oct-21,Journal,"92,293"
30-Nov-21,Journal,"1,132"
08-Dec-21,Sales,"60,998"
05-Mar-22,Purchase,"99,185"
14-Oct-21,Journal,"19,180"
25-May-21,Sales,"5,955"
13-Apr-21,Payment,"39,904"
16-Feb-22,Sales,"35,191"
05-Feb-22,Receipt,"39,678"
11-Jul-21,Receipt,"20,414"
23-Jun-21,Purchase,"89,058"
09-Jul-21,Sales,"74,088"
11-Apr-21,Receipt,"27,407"
22-Sep-21,Journal,"18,093"
26-Jul-21,Receipt,"67,138"
12-Aug-21,Journal,"60,305"
01-Dec-21,Journal,"33,918"
17-Oct-21,Journal,"53,563"
25-Apr-21,Purchase,"98,651"
17-Sep-21,Receipt,"73,824"
19-Nov-21,Payment,"59,093"
01-Nov-21,Purchase,"59,579"
08-Jan-22,Journal,"77,773"
02-Dec-21,Payment,"52,674"
09-Jun-21,Journal,"55,601"
16-Sep-21,Receipt,"96,750"
07-Oct-21,Purchase,"31,565"
04-May-21,Receipt,"97,768"
21-Mar-22,Purchase,"63,766"
08-Feb-22,Sales,"22,134"
19-Nov-21,Purchase,"83,888"
14-May-21,Payment,"77,970"
19-May-21,Journal,"71,101"
16-Sep-21,Payment,"70,734"
13-May-21,Sales,"97,727"
28-Aug-21,Receipt,"20,891"
22-Jun-21,Sales,"55,986"
23-Jul-21,Journal,"72,631"
02-Sep-21,Payment,"85,014"
14-Oct-21,Sales,"20,602"
03-Mar-22,Sales,"37,314"
10-Dec-21,Journal,"41,822"
05-Jun-21,Journal,"63,714"
10-Feb-22,Payment,"27,730"
14-Sep-21,Journal,"93,692"
12-May-21,Sales,"90,369"
17-Aug-21,Journal,"17,311"
10-Oct-21,Purchase,"1,473"
03-Aug-21,Purchase,"32,539"
28-Jan-22,Purchase,"63,512"
08-Dec-21,Sales,"39,554"
08-May-21,Sales,"58,829"
20-Mar-22,Purchase,"29,953"
05-Jun-21,Sales,"87,596"
16-Jul-21,Sales,"45,681"
20-Oct-21,Receipt,"77,778"
12-Jun-21,Payment,"88,382"
16-Oct-21,Receipt,"46,090"
26-Jul-21,Payment,"37,237"
19-Sep-21,Receipt,"41,890"
21-Nov-21,Sales,"5,855"
06-May-21,Journal,"75,803"
18-Feb-22,Purchase,"29,539"
27-Jan-22,Journal,"47,927"
17-Sep-21,Payment,"16,816"
29-Jul-21,Receipt,"46,608"
03-Dec-21,Purchase,"39,900"
06-Sep-21,Journal,"72,450"
28-Jun-21,Sales,"62,865"
18-Mar-22,Receipt,"24,682"
10-Oct-21,Purchase,"82,665"
17-Dec-21,Purchase,"29,474"
05-Mar-22,Payment,"51,332"
31-Jul-21,Receipt,"28,538"
06-Feb-22,Journal,"20,132"
18-Jul-21,Payment,"84,361"
03-Nov-21,Receipt,"27,668"
15-Mar-22,Receipt,"66,414"
17-Jun-21,Sales,"88,971"
25-Aug-21,Sales,"5,462"
24-May-21,Purchase,"54,221"
11-Aug-21,Receipt,"55,204"
01-Mar-22,Payment,"30,960"
19-Mar-22,Journal,"62,335"
29-Apr-21,Purchase,"11,820"
24-Jun-21,Receipt,"45,993"
09-Mar-22,Sales,"88,003"
17-Nov-21,Payment,"94,194"
04-Apr-21,Journal,"22,304"
12-Sep-21,Sales,"16,193"
06-Jan-22,Payment,"20,239"
11-Feb-22,Journal,"77,773"
22-Dec-21,Receipt,"51,370"
07-Oct-21,Purchase,"68,876"
24-Dec-21,Sales,"13,639"
22-Jul-21,Receipt,"96,478"
29-Mar-22,Payment,"56,781"
02-May-21,Purchase,"18,424"
17-Aug-21,Purchase,"24,389"
02-Jan-22,Payment,"72,222"
29-Aug-21,Receipt,"74,523"
11-Sep-21,Purchase,"50,005"
01-Jun-21,Payment,"27,054"
26-Jun-21,Purchase,"18,237"
27-Dec-21,Sales,"57,128"
16-Jul-21,Purchase,"27,847"
04-Jan-22,Purchase,"46,820"
10-Jul-21,Receipt,"74,140"
28-Jan-22,Purchase,"75,439"
23-Mar-22,Payment,"36,712"
20-Aug-21,Purchase,"47,508"
15-Jan-22,Purchase,"72,673"
07-Mar-22,Payment,"92,666"
13-Feb-22,Sales,"47,449"
29-Jul-21,Purchase,"52,072"
15-Feb-22,Purchase,"82,041"
29-Mar-22,Payment,"90,131"
14-Apr-21,Journal,"6,017"
10-Jun-21,Sales,"64,053"
02-Jun-21,Purchase,"44,952"
19-Nov-21,Purchase,"1,160"
18-May-21,Journal,"74,575"
27-Apr-21,Sales,"32,462"
14-Oct-21,Journal,"27,531"
09-Jan-22,Receipt,"66,710"
28-Mar-22,Journal,"16,199"
06-Jul-21,Journal,"96,558"
10-Jul-21,Sales,"25,323"
13-Jan-22,Receipt,"9,857"
19-Dec-21,Journal,"39,079"
04-Mar-22,Purchase,"18,849"
09-Apr-21,Payment,"32,885"
07-Feb-22,Purchase,"91,882"
15-Feb-22,Purchase,"4,125"
25-Jun-21,Purchase,"20,690"
20-Nov-21,Receipt,"8,539"
24-Apr-21,Journal,"19,005"
15-Apr-21,Sales,"6,078"
21-May-21,Receipt,"92,359"
20-Oct-21,Payment,"81,112"
27-Jun-21,Purchase,"98,757"
22-Oct-21,Journal,"92,825"
28-Aug-21,Receipt,"39,817"
06-Jan-22,Receipt,"47,130"
12-Sep-21,Journal,"93,046"
11-Aug-21,Journal,"59,895"
20-Feb-22,Receipt,"57,812"
26-Oct-21,Sales,"53,935"
02-Nov-21,Purchase,"84,417"
16-Feb-22,Receipt,"59,228"
28-Apr-21,Payment,"73,226"
01-Mar-22,Journal,"5,648"
26-Jul-21,Payment,"64,817"
17-Sep-21,Sales,"54,872"
16-Sep-21,Payment,"29,945"
20-Nov-21,Sales,"90,283"
09-May-21,Journal,"28,332"
02-Jul-21,Payment,"31,099"
20-May-21,Journal,"34,740"
24-Nov-21,Journal,"85,146"
05-Sep-21,Receipt,"60,808"
15-Dec-21,Sales,"44,341"
27-Aug-21,Journal,"14,769"
07-Jan-22,Payment,"72,873"
30-Dec-21,Journal,"64,117"
08-May-21,Sales,"90,934"
31-Aug-21,Receipt,"18,124"
26-Aug-21,Sales,"53,653"
01-Oct-21,Journal,"10,984"
20-Jul-21,Sales,"55,320"
29-May-21,Purchase,"79,319"
21-Jul-21,Payment,"32,717"
06-Nov-21,Payment,"18,085"
01-Aug-21,Payment,"70,099"
08-Mar-22,Receipt,"95,343"
14-Jun-21,Receipt,"87,424"
27-Apr-21,Journal,"89,725"
08-May-21,Sales,"77,579"
23-Mar-22,Sales,"50,992"
10-Feb-22,Sales,"38,260"
20-Dec-21,Purchase,"97,285"
30-Nov-21,Receipt,"57,611"
24-Jul-21,Journal,"76,792"
05-Mar-22,Receipt,"13,963"
25-Jun-21,Receipt,"31,445"
06-Apr-21,Purchase,"29,028"
04-Apr-21,Purchase,"30,293"
18-Jul-21,Journal,"24,706"
07-Sep-21,Receipt,"15,616"
27-Sep-21,Receipt,"31,002"
17-Dec-21,Receipt,"74,282"
19-Jan-22,Journal,"56,031"
16-Feb-22,Purchase,"67,695"
16-Sep-21,Journal,"66,814"
02-Sep-21,Journal,"72,828"
15-Dec-21,Payment,"75,644"
20-Oct-21,Purchase,"80,428"
18-May-21,Sales,"88,154"
30-May-21,Purchase,"26,633"
20-Dec-21,Receipt,"3,194"
11-Aug-21,Journal,"89,817"
05-Aug-21,Purchase,"27,037"
08-Jul-21,Purchase,"86,318"
08-Dec-21,Purchase,"77,149"
30-Jun-21,Sales,"79,829"
01-May-21,Receipt,"66,077"
07-Mar-22,Payment,"6,457"
24-Aug-21,Journal,"74,549"
09-Jul-21,Journal,"50,476"
03-Apr-21,Sales,"15,961"
02-Jan-22,Sales,"49,472"
18-Oct-21,Payment,"52,709"
23-May-21,Journal,"4,469"
17-Jan-22,Journal,"74,913"
27-Dec-21,Payment,"88,384"
30-Sep-21,Journal,"92,606"
30-Sep-21,Journal,"57,919"
19-Aug-21,Payment,"60,565"
03-Nov-21,Receipt,"18,228"
14-Sep-21,Payment,"55,954"
30-Nov-21,Receipt,"41,654"
26-Jun-21,Purchase,"79,031"
27-Nov-21,Receipt,"97,237"
03-Mar-22,Payment,"17,331"
08-Dec-21,Sales,"78,963"
12-Aug-21,Receipt,"30,232"
15-Aug-21,Receipt,"29,212"
11-Dec-21,Sales,"27,622"
21-Mar-22,Purchase,"90,690"
04-Jan-22,Purchase,"87,278"
19-Sep-21,Receipt,"3,334"
24-Jul-21,Journal,"26,711"
24-May-21,Journal,"84,619"
03-Aug-21,Journal,"58,560"
28-Sep-21,Sales,"14,478"
01-Dec-21,Journal,"99,171"
07-Jul-21,Receipt,"3,457"
17-Aug-21,Sales,"1,776"
09-Oct-21,Sales,"44,946"
22-Jan-22,Payment,"15,801"
15-Aug-21,Payment,"79,281"
11-Dec-21,Journal,"35,427"
16-Oct-21,Purchase,"93,017"
17-Nov-21,Payment,"63,742"
19-Feb-22,Purchase,"65,627"
25-May-21,Journal,"58,876"
23-Feb-22,Journal,"26,990"
28-Apr-21,Receipt,"11,622"
28-Jul-21,Purchase,"57,810"
14-May-21,Receipt,"95,027"
28-Feb-22,Journal,"89,428"
18-Nov-21,Purchase,"47,854"
07-Dec-21,Sales,"67,026"
03-Feb-22,Receipt,"95,384"
23-Aug-21,Receipt,"39,909"
07-Feb-22,Purchase,"81,729"
20-Jul-21,Receipt,"64,421"
14-Sep-21,Journal,"55,078"
10-Jun-21,Sales,"79,496"
04-Jan-22,Sales,"52,536"
15-Aug-21,Purchase,"8,177"
02-Jan-22,Purchase,"14,454"
03-Jun-21,Payment,"74,236"
11-Jul-21,Purchase,"94,467"
26-Aug-21,Journal,"15,809"
02-Oct-21,Receipt,"46,954"
10-Dec-21,Sales,"29,536"
13-Dec-21,Purchase,"96,922"
04-Aug-21,Journal,"38,947"
29-Jul-21,Sales,"97,805"
15-Jul-21,Payment,"12,345"
03-Jan-22,Sales,"28,379"
27-Nov-21,Sales,"31,358"
18-Jun-21,Purchase,"10,105"
17-Sep-21,Journal,"61,261"
05-Oct-21,Purchase,"67,780"
30-Jan-22,Receipt,"69,612"
25-Oct-21,Journal,"69,093"
21-Jun-21,Receipt,"70,297"
06-Oct-21,Purchase,"10,624"
27-Oct-21,Receipt,"25,397"
17-Aug-21,Sales,"32,139"
20-May-21,Receipt,"4,946"
19-May-21,Payment,"38,416"
03-Feb-22,Payment,"10,968"
26-Dec-21,Journal,"27,986"
06-Mar-22,Payment,"45,851"
14-Oct-21,Payment,"9,193"
21-Dec-21,Purchase,"68,980"
11-Mar-22,Journal,"96,866"
27-Aug-21,Payment,"78,558"
18-Apr-21,Receipt,"5,670"
24-Nov-21,Journal,"94,459"
21-Dec-21,Payment,"54,888"
19-Jun-21,Payment,"19,881"
26-May-21,Sales,"77,441"
25-Feb-22,Payment,"88,642"
09-Mar-22,Purchase,"95,191"
20-Feb-22,Sales,"45,744"
28-Jun-21,Receipt,"30,650"
22-Jan-22,Payment,"8,782"
23-Dec-21,Payment,"45,362"
20-Jul-21,Sales,"74,314"
12-Nov-21,Purchase,"56,395"
13-Sep-21,Receipt,"13,901"
25-Dec-21,Purchase,"20,436"
13-Nov-21,Purchase,"21,553"
21-Jun-21,Sales,"57,214"
17-Sep-21,Purchase,"70,557"
18-Sep-21,Receipt,"86,266"
02-Nov-21,Sales,"59,625"
07-Nov-21,Receipt,"38,177"
17-Oct-21,Payment,"92,197"
14-Jun-21,Sales,"90,999"
02-Dec-21,Payment,"21,567"
27-Jun-21,Journal,"66,060"
08-Sep-21,Receipt,"4,898"
31-Dec-21,Journal,"17,602"
25-Jun-21,Receipt,"68,778"
27-Oct-21,Payment,"12,685"
22-Jul-21,Purchase,"99,406"
25-Apr-21,Journal,"37,971"
24-Dec-21,Purchase,"29,408"
18-Nov-21,Payment,"48,260"
28-Sep-21,Receipt,"36,972"
09-Jan-22,Journal,"66,315"
03-Apr-21,Payment,"20,429"
23-Oct-21,Purchase,"34,394"
09-Dec-21,Payment,"73,945"
12-Oct-21,Sales,"2,784"
23-Apr-21,Sales,"97,574"
10-Jan-22,Sales,"12,938"
11-Apr-21,Journal,"41,255"
28-Jul-21,Sales,"93,733"
09-Aug-21,Payment,"66,406"
21-Jan-22,Payment,"31,596"
29-Aug-21,Payment,"77,067"
24-Mar-22,Payment,"2,491"
21-Feb-22,Journal,"14,937"
28-Oct-21,Payment,"62,321"
22-Feb-22,Journal,"37,012"
03-Mar-22,Purchase,"17,738"
15-Oct-21,Sales,"55,945"
20-Dec-21,Receipt,"93,708"
01-Jan-22,Receipt,"82,567"
14-Oct-21,Purchase,"69,031"
24-Aug-21,Receipt,"16,565"
30-Sep-21,Sales,"95,605"
12-Jun-21,Sales,"80,284"
27-Dec-21,Receipt,"55,361"
21-Sep-21,Journal,"96,359"
